moduleCode,title,semesters
PE4103S,Meritocracy,[1]
PE4103SHM,Meritocracy,[1]
PE4401E,Honours Thesis,[1]
PE4401EHM,Honours Thesis,[1]
PE4401P,Honours Thesis,"[1, 2]"
PE4401PHM,Honours Thesis,"[1, 2]"
PE4401S,Honours Thesis,"[1, 2]"
PE4401SHM,Honours Thesis,"[1, 2]"
PE4402E,Research Internship Project,"[1, 2, 3, 4]"
PE4402P,Research Internship Project,"[1, 2]"
PE4402S,Research Internship Project,"[1, 2, 3, 4]"
PE4408E,Research Internship Project,"[1, 2]"
PE4408P,Research Internship Project,"[1, 2]"
PE4408S,Research Internship Project,"[1, 2]"
PE4660P,Independent Study,"[1, 2]"
PE4660PHM,Independent Study,"[1, 2]"
PE4660S,Independent Study,"[1, 2]"
PE4660SHM,Independent Study,"[1, 2]"
PF1101,Fundamentals of Project Management,"[1, 2]"
PF1107,Infrastructure and Project Management Law,[1]
PF1108,Introduction to Building Performance,[1]
PF2102,Structural Systems,[1]
PF2103,Measurement (Building Works),[2]
PF2107,Construction Technology,[1]
PF2108,Project Cost Management,[2]
PF2109,Project Feasibility,[1]
PF2110,Infrastructure and Facilities Management,[1]
PF2203,Quality and Productivity Management,[2]
PF2205,Project Finance,[1]
PF2402,Work Experience Internship,"[3, 4]"
PF2504,Materials Technology,[2]
PF2505,M&E Systems,[2]
PF3104,Project Execution,[1]
PF3105,Research Methods,[1]
PF3205,Advanced Measurement,[1]
PF3207,Project Management Law,[2]
PF3208,Project Leadership,[1]
PF3209,Building Information Modelling,[1]
PF3210,Total Building Performance,[1]
PF3211,AI Applications for the Built Environment,[1]
PF3305,Facilities Planning and Design,[2]
PF3306,Facilities Management Law And Contracts,[2]
PF3307,Strategic Facilities Management,[1]
PF3401,Practical Training Scheme,"[3, 4]"
PF3502,Smart Facilities,[2]
PF3504,Sustainable Energy Management,[2]
PF4101,Dissertation,"[1, 2]"
PF4102,Contract and Procurement Management,[1]
PF4203,Project Dispute Management,[2]
PF4208,Safety and Health Management,[2]
PF4209,Construction Enterprise Management,[1]
PF4212,Advanced Building Information Modelling,[2]
PF4213,Building Energy Analysis and Simulation,[1]
PF4306,REITs Facilities Management,[2]
PF4309,Infrastructure Operations and Maintenance,[1]
PF4502,Green Development,"[1, 2]"
PH2112,Non-Classical Logic,[1]
PH2201,Introduction to Philosophy Of Science,[2]
PH2204,Introduction to Indian Thought,[1]
PH2206,Founders of Modern Philosophy,[2]
PH2207,Hume and Kant,[2]
PH2208,Applied Ethics,[2]
PH2209,Philosophy of Art,[2]
PH2211,Philosophy of Religion,[2]
PH2222,Greek Philosophy (Socrates and Plato),[1]
PH2224,Philosophy and Film,[2]
PH2242,Philosophy of Language,[1]
PH2301,Classical Chinese Philosophy I,[1]
PH3203,Moral Philosophy,[2]
PH3207,Continental European Philosophy,[1]
PH3218,Introduction to Comparative Philosophy,[1]
PH3230,Normative Ethical Theory,[2]
PH3241,Consciousness,[2]
PH3244,Appearance and Reality,[1]
PH3245,Language and Thought,[1]
PH3246,Paradoxes,[2]
PH3250,Quantification and Modality,[1]
PH3252,Introduction to Philosophy of Mathematics,[1]
PH3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
PH4201,Philosophy of Science,[2]
PH4201HM,Philosophy of Science,[2]
PH4206,A Major Philosopher,[1]
PH4206HM,A Major Philosopher,[1]
PH4208,Topics in Buddhism,[2]
PH4208HM,Topics in Buddhism,[2]
PH4210,Topics in Western Philosophy,[2]
PH4210HM,Topics in Western Philosophy,[2]
PH4212,Issues in Philosophy of Mind,[1]
PH4212HM,Issues in Philosophy of Mind,[1]
PH4213,Comparative Philosophy,[2]
PH4213HM,Comparative Philosophy,[2]
PH4240,Issues in Metaphysics,[2]
PH4240HM,Issues in Metaphysics,[2]
PH4241,Issues in Philosophical Logic,[1]
PH4241HM,Issues in Philosophical Logic,[1]
PH4244,Issues in Philosophy of Mathematics,[2]
PH4244HM,Issues in Philosophy of Mathematics,[2]
PH4401,Honours Thesis,"[1, 2]"
PH4401HM,Honours Thesis,"[1, 2]"
PH4550,Internship: Philosophy for Teaching,"[1, 2]"
PH4550HM,Internship: Philosophy for Teaching,"[1, 2]"
PH4660,Independent Study,"[1, 2]"
PH4660HM,Independent Study,"[1, 2]"
PH5423,Philosophy of Science and Technology,[2]
PH5430,Ethics,[2]
PH5660,Independent Study,"[1, 2]"
PH6210,Topics in History of Western Philosophy,[2]
PH6212,Advanced Philosophy of Mind,[1]
PH6240,Advanced Metaphysics,[2]
PH6241,Advanced Philosophical Logic,[1]
PH6540,Topics in Analytic Philosophy,[1]
PH6660,Independent Study,"[1, 2]"
PH6770,Graduate Research Seminar,"[1, 2]"
PHM5001,Human Genomics in Precision Medicine,[2]
PHM5003,Applied Statistics for Precision Medicine,[2]
PHM5004,High Performance Computing for Precision Medicine,[1]
PHM5005,AI and Machine Learning for Precision Medicine,[2]
PHM5006,"Ethics, Regulation and Managerial Economics In Precision Medicine",[2]
PHM5008,Clinical Perspective in Precision Medicine,[1]
PHM5009,Precision Oncology,[1]
PHM5010,Precision Biomarkers,[1]
PHM5011,Precision Diagnostics,[1]
PHM5012,Precision Therapeutics,[1]
PHM5013,Precision Drug Discovery and Development,[1]
PHM5014,Causal Inference in Precision Medicine,[1]
PHM5015,Technological Innovation in Precision Medicine,[1]
PHM5016,Capstone project in Precision Medicine,[2]
PHM5017,Mini-Capstone project in Precision Medicine,[2]
PHM5018,Precision Health and Medicine for Cardiometabolic Diseases,[1]
PHS1101,The Billion-Dollar Pill - Bench to Bedside Drug Development,"[1, 2]"
PHS2101,Physiology for Pharmaceutical Science,[1]
PHS2102,Physicochemical and Biochemical Principles of Drug Action,[2]
PHS2103,Essentials of Pharmaceutical and Synthetic Chemistry,[1]
PHS2104,Macromolecules in Pharmaceutical Science,[2]
PHS2105,Principles of Pharmaceutical Formulations I,[2]
PHS2191,Laboratory Techniques in Pharmaceutical Science I,[2]
PHS2310,FOS Undergraduate Professional Internship Programme 1ST,"[3, 4]"
PHS2312,FOS Undergraduate Professional Internship Programme 2S1,"[1, 2]"
PHS2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
PHS3101,Principles of Pharmaceutical Formulations II,[1]
PHS3102,Principles of Drug Design and Development,[2]
PHS3191,Laboratory Techniques in Pharmaceutical Science II,[1]
PHS3288,UROPS in Pharmaceutical Science I,[1]
PHS3288R,UROPS in Pharmaceutical Science I (REx),[1]
PHS3289,UROPS in Pharmaceutical Science II,[1]
PHS3312,FOS Undergraduate Professional Internship Programme 3S1,"[1, 2]"
PHS3313,FOS Undergraduate Professional Internship Programme 3S2,[2]
PHS4101,Pharmacokinetics and Biopharmaceutics,[1]
PHS4121,Regulation of Healthcare Products,[1]
PHS4199,Honours Project in Pharmaceutical Science,"[1, 2]"
PHS4201,Microbiology for Pharmaceutical Science,[2]
PHS4288,Research Project in Pharmaceutical Science,"[1, 2]"
PHS4312,FOS Undergraduate Professional Internship Programme 4S1,"[1, 2]"
PL1101E,Introduction to Psychology,"[1, 2, 4]"
PL2131,Research and Statistical Methods I,"[1, 2]"
PL2132,Research and Statistical Methods II,"[1, 2]"
PL3102,Biological Psychology,"[1, 2]"
PL3103,Cognitive Psychology,"[1, 2]"
PL3104,Developmental Psychology,"[1, 2]"
PL3105,Social Psychology,"[1, 2]"
PL3106,Mental Health and Distress,"[1, 2]"
PL3231,Independent Research Project,"[1, 2]"
PL3239,Industrial and Organisational Psychology,[1]
PL3240,Group Dynamics,[1]
PL3241,Personality & Individual Differences,[2]
PL3244,Adolescent Psychology,[2]
PL3257,Introduction to Clinical Psychology,[1]
PL3281,Lab in Cognitive Psychology,[1]
PL3281A,Lab in Perception and Attention,[1]
PL3281C,Lab in Reading Processes,[2]
PL3281F,Lab in Learning Sciences,[2]
PL3281G,Lab in Associative Learning and Behavior,[1]
PL3282F,Lab in Social Perception,[2]
PL3283,Lab in Developmental Psychology,[2]
PL3283A,Lab in Adolescent Psychology,[1]
PL3283C,Lab in Early Childhood Development,[1]
PL3284,Lab in Applied Psychology (Scale Construction),[2]
PL3287,Lab in Clinical Psychology,[2]
PL3287A,Lab in Personality and Psychopathology,[1]
PL3287B,Lab in Clinical Translational Science,"[1, 2]"
PL3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
PL3551R,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
PL4201,Psychometrics and Psychological Testing,"[1, 2]"
PL4201HM,Psychometrics and Psychological Testing,"[1, 2]"
PL4203,Cognition,[2]
PL4203HM,Cognition,[2]
PL4205,Developmental Processes,[1]
PL4205HM,Developmental Processes,[1]
PL4208,Counselling Psychology,"[1, 2]"
PL4208HM,Counselling Psychology,"[1, 2]"
PL4214,Evolutionary Psychology,[2]
PL4214HM,Evolutionary Psychology,[2]
PL4218,Psychological Assessment,"[1, 2]"
PL4218HM,Psychological Assessment,"[1, 2]"
PL4219,Advanced Abnormal Psychology,"[1, 2]"
PL4219HM,Advanced Abnormal Psychology,"[1, 2]"
PL4224,Mental Health and Distress in Children,[2]
PL4224HM,Mental Health and Distress in Children,[2]
PL4226,Correctional Psychology,[2]
PL4226HM,Correctional Psychology,[2]
PL4227,Behavioral Genetics for Social Scientists,[2]
PL4227HM,Behavioral Genetics for Social Scientists,[2]
PL4228,Criminal Forensic Psychology,"[1, 2]"
PL4228HM,Criminal Forensic Psychology,"[1, 2]"
PL4233,Psychology of Negotiation,[2]
PL4233HM,Psychology of Negotiation,[2]
PL4234,Patient and Health Care,[1]
PL4234HM,Patient and Health Care,[1]
PL4235,The Psychology of Moral Judgments,[1]
PL4235HM,The Psychology of Moral Judgments,[1]
PL4236,Autism Spectrum and Related Conditions,[1]
PL4236HM,Autism Spectrum and Related Conditions,[1]
PL4237,Evidence-Based Treatments for Trauma,"[1, 2]"
PL4237HM,Evidence-Based Treatments for Trauma,"[1, 2]"
PL4241,Exploring Consciousness – Theory and Neuroscience,[2]
PL4241HM,Exploring Consciousness - Theory and Neuroscience,[2]
PL4242,Historical Controversies in Psychology,"[1, 2]"
PL4242HM,Historical Controversies in Psychology,"[1, 2]"
PL4243,Intellectual Developmental Disorder,[2]
PL4243HM,Intellectual Developmental Disorder,[2]
PL4245,Data Science for Psychology: Methods and Applications,"[1, 2]"
PL4245HM,Data Science for Psychology: Methods and Applications,"[1, 2]"
PL4246,Networks in Psychology,"[1, 2]"
PL4246HM,Networks in Psychology,"[1, 2]"
PL4247,Application of Psychology to Fears and Phobias,[1]
PL4247HM,Application of Psychology to Fears and Phobias,[1]
PL4249,The Psychology and Neuroscience of Mindfulness,[1]
PL4249HM,The Psychology and Neuroscience of Mindfulness,[1]
PL4251,Behind the scenes of human perception,[2]
PL4251HM,Behind the scenes of human perception,[2]
PL4253,Moral Development,[2]
PL4253HM,Moral Development,[2]
PL4254,Animal Behaviour and Cognition,[1]
PL4254HM,Animal Behaviour and Cognition,[1]
PL4401,Honours Thesis,"[1, 2]"
PL4401HM,Honours Thesis,"[1, 2]"
PL4501,Integrated Thesis,"[1, 2]"
PL4501HM,Integrated Thesis,"[1, 2]"
PL4660,Independent Study,"[1, 2]"
PL4660HM,Independent Study,"[1, 2]"
PL4880F,Addictive Behaviours,[1]
PL4880FHM,Addictive Behaviours,[1]
PL4880H,Sport Psychology,"[1, 2]"
PL4880HHM,Sport Psychology,"[1, 2]"
PL4880K,Parenting and Child Development,"[1, 2]"
PL4880KHM,Parenting and Child Development,"[1, 2]"
PL4880L,Applying Cognitive Psychology to Learning & Instruction,[2]
PL4880LHM,Applying Cognitive Psychology to Learning & Instruction,[2]
PL4880P,Psychology of Religion,"[1, 2]"
PL4880PHM,Psychology of Religion,"[1, 2]"
PL4880R,Issues in Adolescent Developmt,"[1, 2]"
PL4880RHM,Issues in Adolescent Developmt,"[1, 2]"
PL4880T,Applying Psychology In Education,"[1, 2]"
PL4880THM,Applying Psychology In Education,"[1, 2]"
PL4880V,Culture and Human Development,[1]
PL4880VHM,Culture and Human Development,[1]
PL5221,Analysis of Psychological Data Using Glm,[1]
PL5221R,Analysis of Psychological Data using GLM,[1]
PL5222,Multivariate Statistics in Psychology,[2]
PL5222R,Multivariate Statistics in Psychology,[2]
PL5225,Structural Equation Modeling,[2]
PL5225R,Structural Equation Modeling,[2]
PL5303,Advanced Cognitive Psychology,[1]
PL5303R,Advanced Cognitive Psychology,[1]
PL5304,Advanced Developmental Psychology,[1]
PL5304R,Advanced Developmental Psychology,[1]
PL5306,Advanced Clinical Psychology,[2]
PL5306R,Advanced Clinical Psychology,[2]
PL5660,Independent Study,"[1, 2]"
PL6208,Empirical Research Project,"[1, 2]"
PL6215,Selected Applications in Psychology,"[1, 2]"
PL6660,Independent Study,"[1, 2]"
PL6770,Graduate Research Seminar,[1]
PLB1201,Psychology in Everyday Life,[2]
PLC5001,Psychological Assessment,[1]
PLC5002,Adult Psychopathology,[1]
PLC5003,Health across the lifespan,[1]
PLC5004,Psychological Intervention and Therapy,[1]
PLC5005,Child Psychopathology,[1]
PLC5006,Ethics and Professional Issues,[1]
PLC5007,Advanced Psychological Practice,[1]
PLC5008,Graduate Research Methods and Statistics,[2]
PLC5009,Research Proposal,"[1, 2]"
PLC5010,Research Project,"[1, 2]"
PLC5011A,Clinical Placement 1,"[1, 2]"
PLC5012B,Clinical Placement 2,"[1, 2]"
PLC5013C,Clinical Placement 3,"[1, 2]"
PLS8001,Cultivating Collaboration,"[1, 2]"
PLS8002A,Cultivating the Self,"[1, 2]"
PLS8002B,Cultivating the Self,"[1, 2]"
PLS8003,Cultivating Resilience,"[1, 2]"
PLS8004,Optimizing Performance,"[1, 2]"
PLS8005,Elevating Interpersonal Communication,"[1, 2]"
PM5000,Dissertation,"[1, 2]"
PM5101,Project Management,"[1, 2]"
PM5103,Contract Management,"[1, 2]"
PM5105,Development Finance,[2]
PM5106,Design Management,"[1, 2]"
PM5107,Time and Cost Management,"[1, 2]"
PM5112,Research Methods,[1]
PM5113,Managing Projects using BIM,"[1, 2]"
PM5114,Managing Complex Projects,"[1, 2]"
PM5115,Project Finance Contracts and Agreements,[2]
PM5117,Urban Managment,[2]
PM5118,Case Studies in Infrastructure Planning,[1]
PM5119,Graduate Internship,"[1, 2]"
PP5103,Politics and Public Policy,[2]
PP5105,Cost Benefit Analysis in Public Policy,[2]
PP5110A,Policy Analysis Exercise,[2]
PP5136,Public Finance,[2]
PP5137,Introduction to Public Management,[1]
PP5146,"Decentralization, Governance & Sustainable Development",[3]
PP5165,Markets and Growth,[1]
PP5166,"Globalization, Health, and Human Development",[2]
PP5168,Public Service Leadership,[1]
PP5174,International Politics: The Rules of the Game,[2]
PP5187,Business and Politics,[2]
PP5192,"Data Analytics: Science, Art and Applications",[2]
PP5196,Education Economics and Policy,[2]
PP5198,Chinese Political Leadership and Economic Development,[1]
PP5203,Behavioral Economics and Public Policy,[1]
PP5211,Analytical Issues in Money & Banking,[1]
PP5212,"Financial Issues, Trade and Investment in Asia",[2]
PP5222,Population Health and Social Policy,[2]
PP5223,"Population Ageing, Public Policy, and Family",[1]
PP5227,Principles and Policies in Sustainability and the Environment,[2]
PP5231,Ethics and Global Governance,[1]
PP5234,Economics of Developing Countries,[1]
PP5240D,Globalization and Public Policy,[2]
PP5269,Environmental Economics and Public Policy,[1]
PP5269M,Environmental Economics and Public Policy,[1]
PP5278,Health Economics and Public Policy,[1]
PP5288,Labour Market Issues and Public Policy,[2]
PP5403,Economic Foundations for Public Policy,[2]
PP5406,Methods and Tools for Policy Analysis 1,[1]
PP5408,Methods and Tools for Policy Analysis 2,[2]
PP5409,Foundations of Public Policy,[1]
PP5504,Financial Management for Public Organisations,[1]
PP5507,Policy Innovation Lab,[2]
PP5509,Pensions and Retirement Policies,[1]
PP5510,Governing Cities of Tomorrow,[1]
PP5511,Systemic and Integrated Policy Design and Analysis,[2]
PP5514,ASEAN and Regionalism in Southeast Asia,[2]
PP5520,The Political Economy of Reform in China,[2]
PP5525,Understanding Global Trade and Asian Trade Policy,[2]
PP5527,Game Theory and Strategic Decision-Making,[2]
PP5529,Technological Changes and Work,[2]
PP5530,Introduction to Coding for Public Policy using Python,[2]
PP5531,Introduction to Coding for Public Policy using R,[1]
PP5533,Green Transformation and Policy in Asia,[2]
PP5534,Geopolitics of Heritage,[1]
PP5537,Century 21: (In)security and global challenges,[1]
PP5538,Digital Technologies and Public Policy,[1]
PP5539,Economic Development in the age of paradigm shifts,[1]
PP5540,Survey Design for Researchers and Decision-makers,[2]
PP5541,Policies for Healthy Cities,[1]
PP5542,Economics of Aging,[2]
PP5543,Prediction and Forecasting for Public Managers,[1]
PP5544,Urban Interventions To Achieve a Good City,[2]
PP5545,Macroeconomics for Public Policy,[1]
PP5546,AI and Governance: Policy Challenges and Opportunities,[2]
PP5547,"Macroeconomics: China, India and the Global Economy",[2]
PP5548,Behavioural Insights,[2]
PP5549,Financial Management for Households,[2]
PP5662,Independent Study Course,[1]
PP5701,Economic Applications for Public Organizations,[1]
PP5702,Public Administration in Theory and Practice,[1]
PP5704,Policy Analysis and Programme Evaluation,[2]
PP5705,Comparative Public Policy and Management: Singapore and Asia,[1]
PP5706,Economic and Business Environment,[1]
PP5707,MPAM Capstone Project,[2]
PP5725,Behavioural Public Policy,[1]
PP5731,"Environment, Energy and Resource Policy",[1]
PP5733,Global Business-Government Relations,[2]
PP5734,Organisational Communication and Business Strategy,[1]
PP5735,Financial Management for Organizational Managers,[2]
PP5736,Human Capital Mangement and Leadership,[2]
PP5801,Economic Analysis,[1]
PP5802,Policy Analysis,[1]
PP5803,Public Management,[2]
PP5804,Governance Study Project,[2]
PP5901,International Relations: Theory and Practice,[1]
PP5902,"International Security - Concepts, Issues & Policies",[1]
PP5904,Research Methods in International Affairs,[1]
PP5905,Foreign Policy Analysis,[1]
PP5906,International Economic Development,[1]
PP5909,Geopolitics of the Asia-Pacific,[2]
PP5912,MIA White Paper,[1]
PP5913,Comparative Politics,[2]
PP5914,Global Politics and the Economy,[1]
PP5915,International Relations of Asia,[2]
PP5916,MIA Senior Essay,"[1, 2]"
PP6702,Foundations of Public Policy,[1]
PP6704,Economics Analysis for Public Policy,[1]
PP6706,Research Methods for Public Policy 1,[1]
PP6709,Political Institutions and Governance,[2]
PP6770,Doctoral Seminar in Public Policy,[2]
PR1150,Professional Identity and Skills Development I,"[1, 2]"
PR1152,Pharmacy Foundations: Science & Therapeutics I,[1]
PR1153,Pharmacy Foundations: Science & Therapeutics II,[2]
PR1154,Pharmacy Foundations: Science and Therapeutics III,[1]
PR2150,Professional Identity and Skills Development II,"[1, 2]"
PR2152,Gastrointestinal System: Science & Therapeutics,[1]
PR2153,Cardiovascular System: Science & Therapeutics,[1]
PR2154,Respiratory System: Science & Therapeutics,[2]
PR2155,Hepatic and Renal Systems: Science & Therapeutics,[2]
PR2156,Integumentary & Ocular Systems: Science and Therapeutics,[2]
PR2288,Basic UROPS in Pharmacy I,"[1, 2, 3, 4]"
PR2289,Basic UROPS in Pharmacy II,"[1, 2, 3, 4]"
PR3150,Professional Identity and Skills Development,"[1, 2]"
PR3151,Infection: Optimising Prevention & Treatment,"[1, 2]"
PR3152,Immune & Endocrine Systems: Science & Therapeutics,[1]
PR3153,Central Nervous System: Science & Therapeutics,[2]
PR3154,Haematological & Musculoskeletal Systems: Science & Therapeutics,[2]
PR3288,Advanced UROPS in Pharmacy I,"[1, 2, 3, 4]"
PR3289,Advanced UROPS in Pharmacy II,"[1, 2, 3, 4]"
PR3313,Undergraduate Professional Internship Programme Extended,[1]
PR4138,Pharmacy Professional Skills Development IV,[1]
PR4150,Professional Identity and Skills Development IV,"[1, 2]"
PR4151,Leading the Future of Pharmacy,[2]
PR4152,Integrated Management of Multi-Morbid Patients,[2]
PR4191,SCI-PhI Project,"[1, 2]"
PR4192,Direct Patient Care Internship,"[1, 2]"
PR4193,Indirect and Specialty Patient Care Internship,"[1, 2]"
PR4195,"Scientific Evaluation, Analysis and Communication",[1]
PR4198A,Pharmacy Internship II,[1]
PR4204,Special Drug Delivery,[1]
PR4207,Applied Pharmacokinetics and Toxicokinetics,[2]
PR5113,Clinical Pharmacokinetics & Therapeutic Drug Monitoring,[2]
PR5130,Advanced Pharmacotherapy I,[2]
PR5131,Advanced Pharmacotherapy II,[1]
PR5131A,Advanced Pharmacotherapy IIA,[2]
PR5132,Advanced Pharmacotherapy III,[1]
PR5132A,Advanced Pharmacotherapy IIIA,[2]
PR5133,Advanced Pharmacotherapy in Special Populations,[1]
PR5134,Advanced Skills in Pharmacy Practice,[1]
PR5134A,Physical Assessment and Diagnostic Tests for Advanced Pharmacy Practice,[2]
PR5135,Foundations in Advanced Pharmacy Practice,[1]
PR5136,Seminar and Teaching,"[1, 2]"
PR5137,Advanced Pharmacotherapy in Geriatrics,[2]
PR5150,Ambulatory Care Clerkship,"[1, 2]"
PR5151,Acute Care Medicine Clerkship,"[1, 2]"
PR5152,Adult General Medicine Clerkship,"[1, 2]"
PR5153,Critical Care Clerkship,"[1, 2]"
PR5154,Drug Information Clerkship,"[1, 2]"
PR5198,Graduate Seminar Course in Pharmacy,[2]
PR5203,Pharmaceutical Process Optimization and Control,[2]
PR5210,Biologics: Processes and Technology,[2]
PR5211,Pharmaceutical and Biomedical Analysis,[1]
PR5214,Advances in Solid Pharmaceutical Formulations,[1]
PR5215,Drug Product Development: Understanding Drug Substances,[2]
PR5216,Advances in Drug Delivery,[2]
PR5217,Formulation Science,[1]
PR5218,Methodologies in Product Development,[2]
PR5219,Product Development & Quality Management,[2]
PR5221,Molecular Targets in Drug Discovery,[1]
PR5224,Pharmacoepidemiology,[1]
PR5230A,Pharmacoeconomics,[2]
PR5234A,Concepts in Pharmacogenomics,[1]
PR5237,Management of Older Patients,[2]
PR5238,Advanced Community Case Studies,[2]
PR5239,Clinical Pharmacy Research Project,"[1, 2]"
PR5250,Elective Clerkship I,"[1, 2]"
PR5251,Elective Clerkship II,"[1, 2]"
PR5252,Elective Clerkship III,"[1, 2]"
PR5253,Elective Clerkship IV,"[1, 2]"
PR5299,Research Project in Pharmaceutical Innovation,"[1, 2]"
PR5304,Fundamental Topics in Pharmaceutical Science,[1]
PR5399,MPST Industry Exposure Internship,"[3, 4]"
PS1101E,Introduction to Politics,"[1, 2]"
PS2204,Modern Western Political Thought,"[1, 2]"
PS2237,Introduction to International Relations,[1]
PS2238,International Politics of Northeast Asia,[2]
PS2240,Introduction to Public Administration,[1]
PS2244,Public Administration in Singapore,[2]
PS2249,Government and Politics of Singapore,[1]
PS2251,The Region in the Postcolonial World,[2]
PS2255,Politics of the Middle East,[1]
PS2257,Contemporary African Politics,[2]
PS2258,Introduction to Political Theory,[1]
PS2266,"Politics, Music, and Society",[1]
PS3215,Equality and Justice,[1]
PS3225,Political Islam,[2]
PS3236,Ethnicity and Religion in Asian Politics,[2]
PS3237,Women and Politics,[1]
PS3238,International Political Economy,[2]
PS3240,International Security,[2]
PS3249,Singapore's Foreign Policy,[2]
PS3257,Political Inquiry,[2]
PS3271,Public Policy-Making,[1]
PS3272,The International Relations of Sub-Saharan Africa,[1]
PS3273,Singapore Politics in Comparative Perspective,[2]
PS3276,Comparative Political Behaviour,[1]
PS3311,International Ethics,[1]
PS3550,Political Science Internship,"[1, 2, 3, 4]"
PS3551,FASS Undergraduate Research Opportunity (UROP ),"[1, 2]"
PS3880G,Topics in PS: Research Design and Methods,[4]
PS4202,Political Parties & Elections,[2]
PS4202HM,Political Parties & Elections,[2]
PS4203,China's Foreign Policy,[1]
PS4203HM,China's Foreign Policy,[1]
PS4211,Political Theology,[2]
PS4211HM,Political Theology,[2]
PS4218,European Foreign Policy,[1]
PS4218HM,European Foreign Policy,[1]
PS4229,The Politics of Knowledge,[1]
PS4229HM,The Politics of Knowledge,[1]
PS4230,Public Sector Reforms in China,[1]
PS4230HM,Public Sector Reforms in China,[1]
PS4234,Identity Politics,[1]
PS4234HM,Identity Politics,[1]
PS4237,Capitalism and Political Theory,[2]
PS4237HM,Capitalism and Political Theory,[2]
PS4238,The Politics of Recognition and Identity,[2]
PS4238HM,The Politics of Recognition and Identity,[2]
PS4303,Political theory of meritocracy,[1]
PS4303HM,Political theory of meritocracy,[1]
PS4311,International Relations in Political Thought,[1]
PS4311HM,International Relations in Political Thought,[1]
PS4314,Data Analytics in Political Science,[2]
PS4314HM,Data Analytics in Political Science,[2]
PS4322,Feminist Theory,[2]
PS4322HM,Feminist Theory,[2]
PS4332,Researching Singapore Politics,[1]
PS4332HM,Researching Singapore Politics,[1]
PS4401,Honours Thesis,"[1, 2]"
PS4401HM,Honours Thesis,"[1, 2]"
PS4660,Independent Study,"[1, 2]"
PS4660HM,Independent Study,"[1, 2]"
PS4881B,Topics in CP: Malaysian Politics,[2]
PS4881BHM,Topics in CP: Malaysian Politics,[2]
PS4881C,Topics in CP: The Politics of Labour and Labouring,[2]
PS4881CHM,Topics in CP: The Politics of Labour and Labouring,[2]
PS4881D,Topics in CP: Money and Politics,[2]
PS4881DHM,Topics in CP: Money and Politics,[2]
PS4882D,Topics in IR: Politics of Global Migration,[2]
PS4882DHM,Topics in IR: Politics of Global Migration,[2]
PS4883A,Topics in PT: Orientalism and Femininity,[2]
PS4883AHM,Topics in PT: Orientalism and Femininity,[2]
PS5111,Research Design in Political Science,[2]
PS5111R,Research Design in Political Science,[2]
PS5312,Seminar in Comparative Politics,[1]
PS5312R,Seminar in Comparative Politics,[1]
PS5314,Seminar in International Relations,[1]
PS5314R,Seminar in Int'l Relations,[1]
PS6603,Topics in Research Methods,[4]
PS6660,Independent Study,"[1, 2]"
PS6770,Graduate Research Seminar,[1]
QF1100,Introduction to Quantitative Finance,"[1, 2]"
QF2103,Computing for Quantitative Finance,[2]
QF2104,Fundamentals of Quantitative Finance,"[1, 2]"
QF2310,FOS Undergraduate Professional Internship Programme 1ST,"[3, 4]"
QF2312,FOS Undergraduate Professional Internship Programme 2S1,[1]
QF2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
QF3101,Investment Instruments and Risk Management,"[1, 2]"
QF3103,Advanced Mathematics in Quantitative Finance,[2]
QF3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
QF3311,Undergraduate Professional Internship Programme,"[3, 4]"
QF3312,FOS Undergraduate Professional Internship Programme 3S1,"[1, 2]"
QF3313,FOS Undergraduate Professional Internship Programme 3S2,"[1, 2]"
QF4102,Financial Modelling and Computation,[1]
QF4103,Mathematical Models of Financial Derivatives,[1]
QF4104,Project in Quantitative Finance and FinTech,"[1, 2]"
QF4199,Honours Project in Quantitative Finance,"[1, 2]"
QF4205,Time Series Analysis for Quantitative Finance,[2]
QF4211,Digital Currencies,[2]
QF4212,Data Science in FinTech,[1]
QF4310,FOS Undergraduate Professional Internship Programme 3ST,"[3, 4]"
QF4312,FOS Undergraduate Professional Internship Programme 4S1,[1]
QF4313,FOS Undergraduate Professional Internship Programme 4S2,[2]
QF5201,Interest Rate Theory and Credit Risk,[3]
QF5202,Structured Products,[2]
QF5202A,Structured Products,[2]
QF5203,Risk Management,[2]
QF5203A,Risk Management,[2]
QF5204,Numerical Methods in Quantitative Finance,[2]
QF5205,Topics in Quantitative Finance I,[1]
QF5206,Topics in Quantitative Finance II,[1]
QF5207,Investment and Portfolio Selection,[4]
QF5208,AI and FinTech,[2]
QF5209,Financial Derivatives: Modelling and Computation,[1]
QF5210,Financial Time Series: Theory and Computation,[1]
QF5210A,Financial Time Series: Theory and Computation,[1]
QF5211,Monte Carlo Methods in Quantitative Finance,[2]
QF5212,Introduction to Quantitative Finance,[1]
QF5213,Financial Management,[1]
QF5214,Data Engineering for Quantitative Finance,[2]
QF5401,Graduate Internship in Quantitative Finance I,"[1, 2, 3, 4]"
QT5101,Quantum measurements and statistics,[1]
